54.3227085,10.135555
53.866444,10.684738
54.1331231,9.0799113
53.59366475,10.664326241692065
54.659147149999995,8.998218773817342
54.1766629,10.84762
53.7278939,9.6979598
54.24611515,10.413274327272728
54.3015523,9.7686088
54.579719350000005,9.533193824950633
53.9232287,10.1612312
53.9409342,9.5157896
53.7215127,10.3586145
53.550341,10.000654
52.2646577,10.5236066
52.1503721,10.3593147
52.4205588,10.7861682
52.57806125,10.661344801415442
51.9059936,10.4266284
51.76438235,9.858328873964005
52.3117289,10.251904013552373
52.1625283,10.5348215
51.5328328,9.9351811
52.4026852,9.801197840611401
52.7478987,8.761526143598829
52.0895789,9.3875409
52.1521636,9.9513046
52.6487602,9.257810517418042
52.2013668,9.1946912
52.624056,10.081052
53.86878,8.698286
53.47899245,9.885782965609462
53.248706,10.407855
53.2604518,8.743514464679844
53.1108906,9.4049292
52.8217435,9.6601426
53.599794,9.475438
52.9759701,9.18083913235294
53.1389753,8.2146017
52.2719595,8.047635
53.2077356,8.005405395756515
53.51228535,7.391528412821689
52.8461339,8.0438783
52.7590373,7.4564975
53.467993,8.0221914
52.4647463,7.0102561
53.20509275,7.459463962492224
53.1389753,8.2146017
52.2719595,8.047635
52.7310691,8.2873162
53.0758196,8.8071646
53.5505392,8.5851945
51.2254018,6.7763137
51.434999,6.759562
51.4582235,7.0158171
51.3331205,6.5623343
51.1947131,6.4353792
51.4272925,6.8829192
51.4696137,6.8514435
51.1798706,7.1943544
51.1721629,7.0845893
51.264018,7.1780374
51.7895571,6.1376008
51.2527778,6.9777778
51.1520625,6.6354162
51.2562118,6.3905476
51.6576909,6.617087
50.735851,7.10066
50.938361,6.959974
51.0324743,6.9881194
50.7611222,6.2055544
50.8031684,6.4820806
50.90334,6.763334
50.6612623,6.7871219
51.0654268,6.0984461
51.03461315,7.52435320757235
51.01403715,7.17161321648333
50.75279855,7.381303798517825
51.521581,6.929204
51.5110321,7.0960124
51.9625101,7.6251879
51.8444777,6.8583277
51.9458943,7.1691108
51.6143815,7.1978546
52.138683,7.3678356
51.9532449,7.9912335
52.0191005,8.531007
51.9063997,8.3782078
52.1152245,8.6711118
51.7938902,9.348855
51.6711439,7.7165069
52.3214469,8.711927
51.7177044,8.752653
51.4818111,7.2196635
51.5142273,7.4652789
51.3582945,7.473296
50.0165178,6.4184628
51.5380394,7.219985
51.34884855,7.2645376729713265
51.32082645,8.268492038149073
51.27348575,7.727426555037326
51.0294497,7.8439105
50.91759605,8.137686020104688
51.5725501,8.1061259
51.5348835,7.689014
49.872775,8.651177
50.1106444,8.6820917
50.1055002,8.7610698
50.0820384,8.2416556
49.623183600000004,8.527107147381956
49.8533913,8.7673304
49.914,8.4657
50.2853755,8.50368014182401
50.2119793,9.1521552
50.09957505,8.426412197543286
